chosen_mtld,rejected_mtld,mtld_diff
53.760000000000005,104.04000000000003,-50.28000000000003
84.00000000000003,73.9375,10.062500000000028
116.7305263157895,83.00952290408962,33.72100341169988
92.24124513618676,127.68965517241381,-35.448410036227045
82.22579111944967,109.77120000000004,-27.54540888055037
94.8512658227848,96.36206896551724,-1.510803142732442
70.42036452274111,86.28666666666666,-15.866302143925552
108.99368421052634,130.6368,-21.643115789473654
74.68072289156628,68.39119804400978,6.289524847556493
106.68262907032701,80.30172413793105,26.380904932395964
77.00000000000003,94.05902777777777,-17.059027777777743
98.0,128.77509763301185,-30.775097633011853
80.864,109.77120000000004,-28.90720000000003
59.986363636363635,98.78399999999999,-38.79763636363636
60.064125027692185,73.93647058823531,-13.872345560543124
137.0,95.0,42.0
62.79466666666668,76.22222222222224,-13.427555555555564
64.85964674526811,83.50363636363637,-18.643989618368266
86.8214903779593,52.11052719386053,34.710963184098766
108.57538461538464,101.64000000000001,6.935384615384621
155.0,81.27884351877228,73.72115648122772
77.5139415937964,62.65496639283047,14.858975200965936
84.00000000000003,76.23,7.770000000000024
105.66481838787627,78.41647058823531,27.248347799640953
103.68000000000002,132.41925925925926,-28.739259259259242
108.16000000000004,105.85,2.310000000000045
63.32702020202019,90.01547100985536,-26.688450807835167
76.23,65.11750000000002,11.112499999999983
117.38322580645165,81.12,36.26322580645164
60.795374493254464,110.97219512195122,-50.17682062869675
130.0,60.64629681779781,69.3537031822022
98.49241379310345,119.68574721475221,-21.19333342164876
94.11777500302091,67.0,27.11777500302091
130.21473684210525,76.22222222222224,53.99251461988301
116.00828743754133,50.467532467532465,65.54075497000886
94.22840486361163,84.23529411764706,9.993110745964572
77.77777777777776,67.56489315034155,10.21288462743621
80.91999999999999,80.91999999999999,0.0
87.50000000000001,109.21750000000003,-21.717500000000015
63.88666666666667,61.820895522388064,2.0657711442786066
82.36363636363636,51.213838033976586,31.149798329659774
95.71554959600219,69.41225939917251,26.30329019682968
78.65200000000003,101.50147088788142,-22.849470887881395
80.3395061728395,94.08000000000001,-13.740493827160506
92.7472,81.47503164622827,11.272168353771733
101.85185185185185,95.0,6.851851851851848
53.99010160427808,119.0,-65.00989839572192
71.23491969506328,96.51960784313727,-25.284688148073982
112.69599560774313,60.671259842519696,52.02473576522343
104.18800000000005,102.53535353535355,1.6526464646464945
106.03503184713375,80.51612903225806,25.518902814875688
69.89056051395696,72.26705773386848,-2.3764972199115277
53.53306205493388,75.63772020725389,-22.104658152320013
67.28,73.95310197465369,-6.67310197465369
79.0093687732242,83.8671875,-4.857818726775804
108.4855172413793,72.0,36.4855172413793
100.5351711026616,120.99263687641437,-20.457465773752773
62.171270718232044,69.09504792332268,-6.923777205090637
66.85336766167529,127.00395749483525,-60.150589833159955
80.06528224856717,81.27218182742666,-1.2068995788594918
101.64000000000001,85.3835294117647,16.256470588235317
112.35999999999999,90.70583333333335,21.65416666666664
76.22222222222224,63.63636363636365,12.585858585858595
93.70148601398601,57.941762452107284,35.75972356187873
71.66511820229078,68.72433679354094,2.9407814087498423
122.88000000000002,88.81329555546158,34.066704444538445
82.14654962204341,70.97612737046438,11.170422251579026
75.62837837837837,60.5772591587517,15.05111921962667
114.6953231639305,76.664,38.031323163930495
74.64204545454545,81.03797468354429,-6.395929228998838
75.76229508196721,78.80313725490197,-3.0408421729347594
121.296,82.25181818181818,39.044181818181826
62.374325489603436,77.62435233160622,-15.250026842002782
120.99999999999997,100.7540894966366,20.245910503363376
108.432,77.96357615894038,30.468423841059618
106.0,85.0,21.0
58.15793358961503,129.95999999999995,-71.80206641038492
123.0,37.59886077335962,85.40113922664038
62.99999999999999,89.65894736842105,-26.65894736842106
97.46800000000002,84.9495652173913,12.518434782608722
70.97154471544717,125.44000000000001,-54.468455284552846
117.95435478641485,110.80974253371258,7.144612252702274
125.1205989004562,84.12444444444442,40.99615445601178
94.47350993377484,75.0,19.473509933774835
88.65759340768443,92.41166666666668,-3.7540732589822454
105.73214285714286,83.0,22.73214285714286
87.95652173913044,93.76261112775947,-5.806089388629033
134.39442815249268,85.62909090909089,48.76533724340179
67.76,78.5575,-10.7975
87.26401869158879,64.26315789473685,23.00086079685194
105.43466666666666,142.55118885355142,-37.116522186884765
63.98657131257613,67.27000000000001,-3.2834286874238785
64.7372802654055,85.01092927957032,-20.273649014164818
94.5109489051095,101.3276923076923,-6.8167434025828015
148.64705882352942,61.30286738351255,87.34419144001687
107.41019260819348,54.18940936863544,53.220783239558045
116.0,108.81480751884907,7.185192481150935
74.68019763831282,108.06352941176469,-33.38333177345187
91.34636300005383,82.03967863584194,9.30668436421189
81.32982558139534,75.0,6.32982558139534
87.36640000000001,74.05999999999999,13.306400000000025
97.19230769230772,97.3530701754386,-0.16076248313088115
88.92896174863388,61.96231703519153,26.96664471344235
92.49993076710052,85.18222222222224,7.317708544878286
104.68584102764171,83.07820472768927,21.607636299952446
113.4658823529412,69.45866666666666,44.007215686274535
89.69333333333331,80.0,9.693333333333314
106.47368421052634,66.48648648648648,39.98719772403986
113.30479452054794,105.53846153846155,7.766332982086396
67.21162828947368,101.22620689655173,-34.01457860707805
74.088,47.81786922522323,26.270130774776767
83.13717919570077,57.30645065574744,25.830728539953327
89.52211407103826,117.0,-27.47788592896174
96.0,50.66217870257039,45.33782129742961
109.48365166720622,127.94923076923078,-18.465579102024563
64.98363716231056,88.85759999999999,-23.873962837689433
98.78399999999999,83.00600000000001,15.777999999999977
103.75750000000002,84.89482303703029,18.86267696296973
93.82887506354548,71.75466666666667,22.074208396878817
63.857777777777784,63.093333333333355,0.7644444444444289
88.0,84.90457189558194,3.095428104418062
94.5,53.407725321888414,41.092274678111586
64.45566672416767,94.08000000000001,-29.624333275832342
91.43063199988197,80.864,10.566631999881963
93.27956989247312,68.96362876254182,24.315941129931304
64.72739404291663,87.11636636636636,-22.388972323449735
82.19677753670194,65.0,17.196777536701944
102.155956749034,66.86842105263159,35.287535696402415
108.16,75.0,33.16
91.90086206896552,64.18867924528303,27.712182823682497
93.17681584739546,79.0,14.17681584739546
59.69232117019352,100.81217391304348,-41.11985274284996
110.54206896551723,78.41647058823531,32.12559837728192
100.80000000000004,93.8440366972477,6.9559633027523375
112.16592592592595,66.17018872939926,45.99573719652669
111.56431604165184,97.38235294117646,14.181963100475372
86.29050309331501,79.7882920603067,6.502211033008308
87.39111111111114,94.08000000000001,-6.688888888888869
113.64905762219036,58.021952117863734,55.62710550432662
95.24211572740984,118.73037037037037,-23.488254642960527
102.06000000000002,80.44444444444444,21.615555555555574
93.69804032410025,69.25071123755335,24.4473290865469
71.3862512363996,88.22153846153847,-16.83528722513887
78.78211586901763,91.95454545454547,-13.172429585527837
84.31892186303952,91.75812195152534,-7.439200088485819
75.21589928621853,77.8953488372093,-2.6794495509907676
108.00670643987476,65.11750000000002,42.88920643987474
84.70000000000003,61.32274266052501,23.377257339475022
71.64170273743926,87.48,-15.838297262560744
152.0,73.17333333333333,78.82666666666667
109.0,78.86666666666669,30.13333333333331
64.6875,64.98000000000002,-0.2925000000000182
97.84382054485283,71.5018181818182,26.342002363034638
81.0,120.1539393939394,-39.153939393939396
104.0,72.21052631578947,31.789473684210535
110.3517441860465,74.088,36.26374418604651
71.17429193899783,75.13244167337088,-3.958149734373052
113.40000000000002,84.50000000000001,28.900000000000006
68.26404568300835,57.16165951359085,11.1023861694175
51.53846153846154,61.793560606060595,-10.255099067599055
92.7472,89.17333333333335,3.5738666666666603
89.50221679624752,70.08858137788198,19.413635418365544
89.04593489314732,84.51889534883722,4.5270395443100995
88.97486504723348,74.26517531733064,14.709689729902834
104.0,86.62129950019224,17.378700499807763
102.13461538461539,92.95237480640166,9.182240578213722
146.79568637089835,93.25750000000002,53.53818637089833
79.21545454545455,45.28496277915633,33.93049176629822
85.3835294117647,76.23,9.153529411764694
103.94676784987732,66.84869240348692,37.098075446390396
54.96913580246914,101.3276923076923,-46.35855650522316
93.07153846153847,69.8288888888889,23.24264957264957
