DPO_mtld,CFT_mtld,Human_mtld,mtld_diff
52.24729883490215,84.05221776473243,42.318006933874514,-31.80491892983028
91.72551637103884,110.18844548417425,89.52341783531105,-18.462929113135417
75.79444019382811,71.4081437253155,64.30952380952381,4.386296468512612
129.6172474631126,87.55985267034991,102.03909970055471,42.05739479276268
85.38309940791359,65.58346140332264,61.83617289793343,19.799638004590946
90.95328415876361,111.61650336803429,94.7831471615579,-20.66321920927068
69.44413721998313,75.95482866043614,78.7659355409466,-6.510691440453002
113.44546560076554,114.16534810126582,116.974125200143,-0.719882500500276
63.31251309997904,61.615019123631996,36.11227791984873,1.6974939763470474
113.82678047613652,105.20265628577971,85.54702048417133,8.62412419035681
68.77094557326997,74.32434097068244,54.278781793842036,-5.553395397412473
90.10404796049701,84.5732410275399,101.86453255571031,5.53080693295712
104.90343329155206,89.58619576446281,39.33911663291555,15.317237527089247
102.37121214820411,90.33333333333333,90.6182541001773,12.03787881487078
99.02841815217778,66.82534899471025,41.61822429906542,32.203069157467525
122.81838768115942,83.50569834470357,96.16384843718286,39.31268933645585
42.575733920298944,85.65906429576312,42.61710110584518,-43.08333037546417
88.6340811965812,89.85938792390405,95.82474226804123,-1.2253067273228453
68.73782356769466,97.02439024390243,46.540160642570285,-28.28656667620777
86.52428256070641,99.96512577252251,74.19427710843374,-13.440843211816102
54.814415437003404,58.567215969003655,33.77387640449438,-3.7528005320002507
82.24975306899958,75.95939565627951,87.22364240323512,6.29035741272007
81.05469422911284,71.35364222945643,54.74020247974501,9.701051999656414
91.16959880067301,110.72787610619469,96.26987282835805,-19.55827730552167
72.48907015808584,65.66492446091674,53.50392512077295,6.824145697169101
90.21859394275987,125.04161551162102,38.63423050379572,-34.82302156886115
98.82902641886304,49.89293849658314,58.275000000000006,48.936087922279896
93.21157167530225,90.44101633393831,110.57517111476628,2.770555341363945
55.21551724137931,56.69329996944396,57.544871794871796,-1.4777827280646534
97.041082904353,85.80618696480227,76.54747854077253,11.23489593955074
76.7978029306274,71.9874058573788,43.24557935595169,4.810397073248595
105.229328189617,110.07608695652175,71.42376864418972,-4.846758766904756
47.92848830161232,61.40048257420929,42.19827586206897,-13.471994272596973
80.04470779836822,142.31754089114497,84.76954592010927,-62.27283309277675
94.54231433506044,65.82132926891485,41.05625560325991,28.720985066145587
60.39174845832872,107.0994933349418,76.09433962264151,-46.70774487661308
116.85670598514636,58.43690388848129,49.25024271370209,58.41980209666507
83.23120499471406,113.0,93.59621250533195,-29.768795005285938
49.07802285157818,54.80380794701987,28.702057613168726,-5.725785095441687
90.21305487919086,99.22457538267982,60.36699164345404,-9.011520503488953
89.58132177979506,76.41925777331997,43.6875,13.162064006475092
85.97732538894405,77.00456621004567,81.85331905781584,8.972759178898386
93.67984466513879,96.60837280757906,87.35098822255316,-2.928528142440271
94.67134296464904,110.5,86.52671127687582,-15.828657035350957
64.4124613800206,59.60971223021583,30.780837091542054,4.802749149804775
109.71627070601414,62.31944444444444,84.6543275163053,47.3968262615697
76.37737478411054,73.50095385174419,37.5,2.876420932366358
97.42452070045086,107.91699410609037,85.94636347470437,-10.492473405639515
89.68586770807909,68.54217212214778,71.68546244085812,21.14369558593131
54.0503846537562,64.86606642507566,23.734456928838952,-10.815681771319461
85.86687306501548,67.33280399274047,63.96894609688755,18.534069072275017
93.44749002784411,96.03861568279623,32.50202939417244,-2.5911256549521227
