avg_sentence_length,avg_word_length,complex_word_ratio,pronoun_ratio,hedging_ratio,noun_verb_ratio,nominalization_ratio
25.0,5.048,0.248,0.0,0.0,2.2777777777777777,0.061224489795918366
21.5,4.961240310077519,0.2596899224806202,0.027131782945736434,0.011627906976744186,1.34,0.020689655172413793
19.75,4.8544303797468356,0.23417721518987342,0.012345679012345678,0.006172839506172839,2.1666666666666665,0.01694915254237288
20.5,5.132404181184669,0.2961672473867596,0.052083333333333336,0.017361111111111112,1.2982456140350878,0.050314465408805034
20.636363636363637,4.60352422907489,0.2511013215859031,0.01293103448275862,0.004310344827586207,1.375,0.04198473282442748
21.235294117647058,5.221606648199446,0.32132963988919666,0.0221606648199446,0.013850415512465374,1.4153846153846155,0.09620253164556962
21.571428571428573,4.913907284768212,0.24503311258278146,0.039735099337748346,0.0,1.4333333333333333,0.023255813953488372
23.583333333333332,5.042402826855124,0.2791519434628975,0.05653710247349823,0.024734982332155476,1.1864406779661016,0.044444444444444446
19.666666666666668,4.813559322033898,0.23163841807909605,0.021164021164021163,0.005291005291005291,2.0,0.029411764705882353
21.416666666666668,5.186770428015564,0.3346303501945525,0.023346303501945526,0.0038910505836575876,1.6818181818181819,0.05821917808219178
24.285714285714285,4.682352941176471,0.24705882352941178,0.023529411764705882,0.0058823529411764705,2.0714285714285716,0.031088082901554404
30.444444444444443,4.916058394160584,0.24817518248175183,0.0364963503649635,0.010948905109489052,1.6808510638297873,0.050505050505050504
16.666666666666668,4.426666666666667,0.17333333333333334,0.01948051948051948,0.012987012987012988,2.588235294117647,0.07142857142857142
14.882352941176471,5.288537549407114,0.33992094861660077,0.031496062992125984,0.015748031496062992,2.135135135135135,0.09187279151943463
23.1,5.112554112554113,0.3463203463203463,0.008658008658008658,0.0,6.142857142857143,0.03461538461538462
18.642857142857142,5.180076628352491,0.3103448275862069,0.045627376425855515,0.0,2.289473684210526,0.06944444444444445
18.1,4.911602209944752,0.2596685082872928,0.015873015873015872,0.005291005291005291,1.84,0.028037383177570093
22.0,5.129370629370629,0.3146853146853147,0.09090909090909091,0.02097902097902098,1.3703703703703705,0.062111801242236024
31.2,4.506410256410256,0.14102564102564102,0.012422360248447204,0.012422360248447204,4.5,0.0582010582010582
19.666666666666668,5.061016949152543,0.26101694915254237,0.07692307692307693,0.033444816053511704,1.5957446808510638,0.03283582089552239
25.083333333333332,4.840531561461794,0.2724252491694352,0.003257328990228013,0.003257328990228013,4.181818181818182,0.015432098765432098
21.055555555555557,5.41424802110818,0.35092348284960423,0.018469656992084433,0.013192612137203167,1.3333333333333333,0.06537530266343826
20.4,4.803921568627451,0.28921568627450983,0.022727272727272728,0.031818181818181815,2.090909090909091,0.011111111111111112
24.357142857142858,4.560117302052786,0.2316715542521994,0.09142857142857143,0.02857142857142857,1.0149253731343284,0.03865979381443299
11.090909090909092,4.565573770491803,0.21311475409836064,0.04201680672268908,0.0,2.8125,0.0425531914893617
33.5,4.097014925373134,0.16791044776119404,0.1018867924528302,0.018867924528301886,0.9661016949152542,0.003257328990228013
30.6,4.627450980392157,0.24836601307189543,0.07236842105263158,0.0,2.2083333333333335,0.011235955056179775
67.25,5.171003717472119,0.31970260223048325,0.07777777777777778,0.007407407407407408,1.3333333333333333,0.031746031746031744
19.6,4.678571428571429,0.1989795918367347,0.01020408163265306,0.0,3.090909090909091,0.027906976744186046
22.615384615384617,4.656462585034014,0.19727891156462585,0.07457627118644068,0.03728813559322034,1.2830188679245282,0.06060606060606061
14.454545454545455,4.446540880503145,0.22012578616352202,0.01818181818181818,0.0,1.3,0.026881720430107527
18.058823529411764,4.5667752442996745,0.1791530944625407,0.029315960912052116,0.029315960912052116,1.4074074074074074,0.01440922190201729
18.555555555555557,4.712574850299402,0.19760479041916168,0.011834319526627219,0.0,2.12,0.0446927374301676
24.0,5.178030303030303,0.32575757575757575,0.03787878787878788,0.015151515151515152,1.875,0.08833922261484099
20.285714285714285,4.697183098591549,0.2112676056338028,0.013793103448275862,0.006896551724137931,2.3157894736842106,0.005681818181818182
22.76923076923077,4.239864864864865,0.18243243243243243,0.09427609427609428,0.020202020202020204,1.1666666666666667,0.02786377708978328
15.4,4.662337662337662,0.21428571428571427,0.012658227848101266,0.012658227848101266,2.0,0.023391812865497075
22.583333333333332,4.96309963099631,0.2988929889298893,0.09225092250922509,0.0,1.5454545454545454,0.05136986301369863
19.11111111111111,4.819767441860465,0.27325581395348836,0.011627906976744186,0.0,1.4594594594594594,0.016042780748663103
23.0,5.089855072463768,0.28695652173913044,0.06647398843930635,0.011560693641618497,1.4153846153846155,0.07297297297297298
22.363636363636363,4.459349593495935,0.2032520325203252,0.012,0.016,1.8918918918918919,0.03296703296703297
18.736842105263158,5.061797752808989,0.29775280898876405,0.05056179775280899,0.03651685393258427,1.0985915492957747,0.095
20.125,4.956521739130435,0.2608695652173913,0.05555555555555555,0.037037037037037035,0.9696969696969697,0.03260869565217391
17.125,4.799270072992701,0.2773722627737226,0.06909090909090909,0.0036363636363636364,1.2962962962962963,0.062111801242236024
27.0,4.407407407407407,0.18518518518518517,0.012345679012345678,0.006172839506172839,2.9444444444444446,0.12138728323699421
21.846153846153847,4.327464788732394,0.19014084507042253,0.1267605633802817,0.007042253521126761,1.4545454545454546,0.0165016501650165
18.875,4.774834437086093,0.2251655629139073,0.006622516556291391,0.013245033112582781,1.3,0.030303030303030304
22.0,4.878787878787879,0.2545454545454545,0.0425531914893617,0.030395136778115502,1.2622950819672132,0.04904632152588556
20.0,4.839285714285714,0.24285714285714285,0.09642857142857143,0.02142857142857143,0.95,0.009615384615384616
19.384615384615383,4.130952380952381,0.1626984126984127,0.007633587786259542,0.015267175572519083,1.9310344827586208,0.04844290657439446
18.933333333333334,4.96830985915493,0.29225352112676056,0.02456140350877193,0.017543859649122806,1.891304347826087,0.039755351681957186
19.5,4.801282051282051,0.2692307692307692,0.01282051282051282,0.00641025641025641,3.066666666666667,0.0056179775280898875
19.428571428571427,4.952205882352941,0.22794117647058823,0.051470588235294115,0.011029411764705883,2.6666666666666665,0.09060402684563758
13.555555555555555,4.524590163934426,0.19672131147540983,0.007407407407407408,0.007407407407407408,3.0,0.0738255033557047
17.4,4.881226053639847,0.22988505747126436,0.06870229007633588,0.019083969465648856,1.032258064516129,0.028169014084507043
21.125,5.005917159763314,0.3136094674556213,0.011904761904761904,0.0,1.71875,0.03763440860215054
18.875,5.185430463576159,0.31456953642384106,0.039473684210526314,0.013157894736842105,1.180327868852459,0.08875739644970414
23.444444444444443,4.815165876777251,0.22274881516587677,0.004484304932735426,0.004484304932735426,2.033333333333333,0.008
24.181818181818183,4.921052631578948,0.24436090225563908,0.022556390977443608,0.015037593984962405,1.775,0.04778156996587031
35.0,4.2785714285714285,0.17857142857142858,0.028169014084507043,0.007042253521126761,2.238095238095238,0.046052631578947366
21.5,4.368217054263566,0.18604651162790697,0.05405405405405406,0.03474903474903475,1.8461538461538463,0.04225352112676056
