avg_sentence_length,avg_word_length,complex_word_ratio,pronoun_ratio,hedging_ratio,noun_verb_ratio,nominalization_ratio,Measure of Textual Lexical Diversity
20.916666666666668,5.3585657370517925,0.3187250996015936,0.0078740157480314,0.0118110236220472,2.4,0.0481099656357388,84.05221776473243
21.4,5.831775700934579,0.4392523364485981,0.0324074074074074,0.0277777777777777,1.8529411764705883,0.1020408163265306,110.18844548417424
20.384615384615383,5.286792452830189,0.3396226415094339,0.0074906367041198,0.0187265917602996,2.962962962962963,0.0764119601328903,71.4081437253155
23.363636363636363,6.023346303501945,0.4280155642023346,0.0155642023346303,0.0194552529182879,2.3421052631578947,0.1137931034482758,87.55985267034991
17.307692307692307,5.791111111111111,0.4311111111111111,0.0129310344827586,0.0129310344827586,2.1666666666666665,0.0594795539033457,65.58346140332264
22.2,5.914414414414415,0.4639639639639639,0.0132743362831858,0.0044247787610619,2.057142857142857,0.1042471042471042,111.61650336803427
22.0,5.785123966942149,0.4214876033057851,0.0,0.0,2.4411764705882355,0.1037037037037037,75.95482866043614
24.181818181818183,5.7518796992481205,0.3796992481203007,0.0260223048327137,0.0185873605947955,2.1707317073170733,0.1107491856677524,114.16534810126582
22.8,5.776315789473684,0.3815789473684211,0.0085470085470085,0.017094017094017,2.2857142857142856,0.0888030888030888,61.615019123632
24.545454545454547,5.614814814814815,0.3814814814814815,0.0367647058823529,0.0110294117647058,1.947368421052632,0.0771812080536912,105.20265628577972
21.416666666666668,5.171206225680934,0.3268482490272373,0.003875968992248,0.0116279069767441,2.361111111111111,0.0486111111111111,74.32434097068244
27.33333333333333,5.085365853658536,0.2723577235772357,0.0447154471544715,0.0040650406504065,1.2653061224489797,0.0671641791044776,84.5732410275399
22.5,5.884444444444444,0.3822222222222222,0.0044052863436123,0.013215859030837,2.7241379310344827,0.09375,89.58619576446281
22.58333333333333,5.678966789667896,0.3911439114391143,0.022140221402214,0.03690036900369,2.025641025641025,0.0947712418300653,90.33333333333331
17.692307692307693,5.747826086956522,0.408695652173913,0.0042016806722689,0.0084033613445378,2.7333333333333334,0.1102941176470588,66.82534899471025
25.545454545454547,5.565836298932385,0.3772241992882562,0.0245614035087719,0.031578947368421,2.048780487804878,0.1037735849056603,83.50569834470357
19.416666666666668,5.515021459227468,0.351931330472103,0.0124481327800829,0.0,3.071428571428572,0.0889679715302491,85.65906429576312
22.4,5.553571428571429,0.3928571428571428,0.0655021834061135,0.0174672489082969,1.925,0.0526315789473684,89.85938792390405
22.3,6.336322869955157,0.4618834080717489,0.0305676855895196,0.0043668122270742,2.65625,0.1152416356877323,97.02439024390245
21.846153846153847,5.591549295774648,0.3345070422535211,0.0415224913494809,0.0311418685121107,1.976744186046512,0.1097560975609756,99.96512577252253
25.8,5.612403100775194,0.4302325581395348,0.0,0.0269230769230769,3.48,0.0706713780918728,58.567215969003655
23.363636363636363,6.038910505836576,0.4357976653696498,0.0350194552529182,0.0038910505836575,2.575757575757576,0.1821305841924398,75.95939565627951
24.5,5.714285714285714,0.4204081632653061,0.0080645161290322,0.0120967741935483,2.903225806451613,0.0905797101449275,71.35364222945643
20.83333333333333,5.4,0.328,0.0398406374501992,0.0119521912350597,1.5217391304347827,0.0629370629370629,110.72787610619469
25.3,5.980237154150197,0.4426877470355731,0.0079051383399209,0.0039525691699604,2.5,0.1275862068965517,65.66492446091674
24.8,5.641129032258065,0.3870967741935484,0.0441767068273092,0.0120481927710843,1.446808510638298,0.0722021660649819,125.04161551162102
24.5,5.420408163265306,0.3346938775510204,0.0244897959183673,0.0,2.814814814814815,0.084870848708487,49.89293849658314
21.6,5.527777777777778,0.3842592592592592,0.0412844036697247,0.0137614678899082,2.235294117647059,0.1056910569105691,90.44101633393832
18.33333333333333,5.222727272727273,0.2409090909090909,0.0181818181818181,0.0,2.4838709677419355,0.0386100386100386,56.69329996944396
21.0,5.928571428571429,0.4013605442176871,0.0100671140939597,0.0067114093959731,2.0,0.1041666666666666,85.80618696480227
21.23076923076923,5.721014492753623,0.391304347826087,0.0072463768115942,0.0036231884057971,2.875,0.0909090909090909,71.9874058573788
24.7,5.530364372469635,0.3279352226720647,0.0200803212851405,0.0200803212851405,2.026315789473684,0.1099290780141844,110.07608695652176
18.615384615384617,5.351239669421488,0.359504132231405,0.0,0.0041152263374485,1.775,0.0600706713780918,61.40048257420929
22.0,6.242424242424242,0.4848484848484848,0.0100502512562814,0.0100502512562814,1.7027027027027026,0.1371681415929203,142.31754089114497
21.454545454545453,4.944915254237288,0.2415254237288135,0.0284552845528455,0.0203252032520325,2.7666666666666666,0.023972602739726,65.82132926891485
19.285714285714285,5.533333333333333,0.3555555555555555,0.0367647058823529,0.0294117647058823,2.048780487804878,0.1266233766233766,107.0994933349418
22.166666666666668,6.041353383458647,0.4736842105263157,0.0036363636363636,0.0,2.1951219512195124,0.1013071895424836,58.43690388848129
25.11111111111111,5.380530973451328,0.3539823008849557,0.0480349344978165,0.0262008733624454,1.5405405405405406,0.0590551181102362,113.0
21.727272727272727,5.133891213389122,0.3138075313807531,0.0083333333333333,0.0125,1.4565217391304348,0.0594795539033457,54.80380794701987
19.714285714285715,5.75,0.391304347826087,0.0179856115107913,0.0215827338129496,2.071428571428572,0.0977917981072555,99.22457538267982
22.8,5.815789473684211,0.4035087719298245,0.0,0.0172413793103448,2.9642857142857144,0.0980392156862745,76.41925777331997
22.545454545454547,5.334677419354839,0.3346774193548387,0.0357142857142857,0.0039682539682539,1.5555555555555556,0.1245551601423487,77.00456621004567
20.0,5.7615384615384615,0.4269230769230769,0.0381679389312977,0.0076335877862595,3.060606060606061,0.0927152317880794,96.60837280757906
22.1,5.855203619909502,0.420814479638009,0.0225225225225225,0.009009009009009,2.21875,0.1475409836065573,110.5
20.615384615384617,5.485074626865671,0.3432835820895522,0.0183150183150183,0.0146520146520146,3.466666666666667,0.1270358306188925,59.60971223021583
25.9,5.722007722007722,0.3861003861003861,0.0961538461538461,0.0269230769230769,1.7555555555555555,0.1050847457627118,62.31944444444444
20.916666666666668,5.968127490039841,0.446215139442231,0.0119047619047619,0.0079365079365079,2.5142857142857142,0.1028368794326241,73.50095385174419
26.0,5.388888888888889,0.329059829059829,0.0170212765957446,0.025531914893617,1.575,0.0950570342205323,107.91699410609036
20.615384615384617,6.097014925373134,0.4402985074626865,0.03690036900369,0.014760147601476,2.0,0.040133779264214,68.54217212214778
24.7,5.2105263157894735,0.3036437246963562,0.0080645161290322,0.0040322580645161,2.7777777777777777,0.0673758865248227,64.86606642507566
28.9,5.339100346020762,0.3771626297577855,0.0137931034482758,0.0344827586206896,2.023809523809524,0.0553846153846153,67.33280399274047
24.363636363636363,5.985074626865671,0.4738805970149253,0.0074074074074074,0.0185185185185185,2.702702702702702,0.0662251655629139,96.03861568279623
19.4,5.948453608247423,0.3969072164948453,0.0153061224489795,0.0255102040816326,1.8125,0.091324200913242,109.4534428879106
20.25,5.362139917695473,0.3621399176954732,0.0078125,0.015625,3.3846153846153846,0.1149825783972125,46.042647058823526
